key	result
开	[ [ "开罗" , "埃及" , 2] , [ "开原" , "中国" , 2] , [ "开封" , "中国" , 2] , [ "开平" , "中国" , 2] , [ "开远" , "中国" , 2] , [ "开普敦" , "南非" , 2] , [ "开城工业地区" , "朝鲜" , 2] , [ "开曼群岛（英）" , "北美洲" , 1] , [ "开曼群岛(英属)" , "北美洲" , 1]]
都东区	[ [ "都东区" , "文莱" , 2]]
babuya	[ [ "巴布亚新几内亚" , "大洋洲" , 1]]
daxidi	[ [ "大溪地" , "法国" , 2]]
达维	[ [ "达维德" , "巴拿马" , 2]]
yumen	[ [ "玉门" , "中国" , 2]]
河源	[ [ "河源" , "中国" , 2]]
龙海	[ [ "龙海" , "中国" , 2]]
弗	[ [ "弗罗茨瓦夫" , "波兰" , 2] , [ "弗里敦" , "塞拉利昂" , 2] , [ "弗拉基米尔" , "俄罗斯" , 2] , [ "弗朗西斯敦" , "博茨瓦纳" , 2] , [ "弗里曼特尔" , "澳大利亚" , 2] , [ "库弗拉" , "利比亚" , 2] , [ "利朗格弗" , "马拉维" , 2] , [ "巴坦加弗" , "中非" , 2]]
batanjiaf	[ [ "巴坦加弗" , "中非" , 2]]
kaer	[ [ "卡尔卡松" , "法国" , 2] , [ "卡尔希" , "乌兹别克斯坦" , 2]]
shengmali	[ [ "圣马力诺" , "欧洲" , 1] , [ "圣马力诺市" , "圣马力诺" , 2] , [ "圣玛丽岛" , "马达加斯加" , 2]]
张	[ [ "张掖" , "中国" , 2] , [ "张家口" , "中国" , 2] , [ "张家港" , "中国" , 2] , [ "张家界" , "中国" , 2]]
布达	[ [ "布达佩斯" , "匈牙利" , 2] , [ "安提瓜和巴布达" , "北美洲" , 1]]
nankan	[ [ "南康" , "中国" , 2]]
yizim	[ [ "伊兹密尔" , "土耳其" , 2]]
slmqd	[ [ "所罗门群岛" , "大洋洲" , 1]]
邦戈	[ [ "邦戈" , "加蓬" , 2]]
kandaw	[ [ "坎达武" , "斐济" , 2]]
haini	[ [ "海宁" , "中国" , 2]]
高要	[ [ "高要" , "中国" , 2]]
malindi	[ [ "马林迪" , "肯尼亚" , 2]]
bbdwl	[ [ "博博迪乌拉索" , "布基纳法索" , 2]]
乌姆	[ [ "乌姆盖" , "阿拉伯联合酋长国" , 2] , [ "阿内蒂乌姆(岛)" , "瓦努阿图" , 2]]
根特	[ [ "根特" , "比利时" , 2]]
dongguan	[ [ "东莞" , "中国" , 2]]
haina	[ [ "海南" , "中国" , 2]]
dusaierdu	[ [ "杜塞尔多夫" , "德国" , 2]]
kadu	[ [ "卡杜纳" , "尼日利亚" , 2]]
shengmadi	[ [ "圣马丁" , "荷属安的列斯" , 2]]
bujiasi	[ [ "布加斯" , "保加利亚" , 2]]
ajestd	[ [ "埃吉尔斯塔第尔" , "冰岛" , 2]]
戈梅利	[ [ "戈梅利" , "白俄罗斯" , 2]]
mudanjia	[ [ "牡丹江" , "中国" , 2]]
圣淘沙岛	[ [ "圣淘沙岛" , "新加坡" , 2]]
akali	[ [ "阿卡里瓜" , "委内瑞拉" , 2] , [ "阿卡里瓜拉" , "哥伦比亚" , 2]]
fengcheng	[ [ "丰城" , "中国" , 2] , [ "凤城" , "中国" , 2]]
shangding	[ [ "上丁" , "柬埔寨" , 2]]
eegn	[ [ "额尔古纳" , "中国" , 2]]
tengzhou	[ [ "滕州" , "中国" , 2]]
feichen	[ [ "肥城" , "中国" , 2]]
tianshui	[ [ "天水" , "中国" , 2]]
zunyi	[ [ "遵义" , "中国" , 2]]
纳米比亚	[ [ "纳米比亚" , "非洲" , 1]]
bakeluo	[ [ "巴科洛德" , "菲律宾" , 2]]
ageliniw	[ [ "阿格里尼翁" , "希腊" , 2]]
kangsai	[ [ "康塞普西翁" , "巴拉圭" , 2]]
本托塔河	[ [ "本托塔河" , "斯里兰卡" , 2]]
圣费利佩	[ [ "圣费利佩" , "佛得角" , 2]]
忻	[ [ "忻州" , "中国" , 2]]
哈科特港	[ [ "哈科特港" , "尼日利亚" , 2]]
telin	[ [ "特立尼达和多巴哥" , "北美洲" , 1]]
penglinda	[ [ "彭林岛" , "库克群岛" , 2]]
德宏	[ [ "德宏" , "中国" , 2]]
telis	[ [ "特里森贝格" , "列支敦士登" , 2]]
kabu	[ [ "喀布尔" , "阿富汗" , 2]]
haili	[ [ "海林" , "中国" , 2]]
antewei	[ [ "安特卫普" , "比利时" , 2]]
井冈山	[ [ "井冈山" , "中国" , 2]]
haila	[ [ "海拉尔" , "中国" , 2]]
hailu	[ [ "海伦" , "中国" , 2]]
当果	[ [ "当果拉" , "苏丹" , 2]]
徐	[ [ "徐州" , "中国" , 2]]
saerdao	[ [ "萨尔岛" , "佛得角" , 2]]
庞贝	[ [ "庞贝" , "意大利" , 2]]
库尔干秋	[ [ "库尔干秋别" , "塔吉克斯坦" , 2]]
tumushuke	[ [ "图木舒克" , "中国" , 2]]
濮阳	[ [ "濮阳" , "中国" , 2]]
haime	[ [ "海门" , "中国" , 2]]
geerfeit	[ [ "戈尔菲托" , "哥斯达黎加" , 2]]
riben	[ [ "日本" , "亚洲" , 1]]
haerke	[ [ "哈尔科夫" , "乌克兰" , 2]]
甲米	[ [ "甲米" , "泰国" , 2] , [ "甲米岛" , "泰国" , 2]]
奥尔金	[ [ "奥尔金" , "古巴" , 2]]
lbly	[ [ "利比里亚" , "非洲" , 1]]
gemei	[ [ "戈梅利" , "白俄罗斯" , 2]]
策马特	[ [ "策马特" , "瑞士" , 2]]
beiaie	[ [ "北爱尔兰" , "英国" , 2]]
kabi	[ [ "卡宾达" , "安哥拉" , 2]]
海地	[ [ "海地" , "北美洲" , 1] , [ "海地角" , "海地" , 2]]
厄立特	[ [ "厄立特里亚" , "非洲" , 1]]
德	[ [ "德国" , "欧洲" , 1] , [ "德兴" , "中国" , 2] , [ "德宏" , "中国" , 2] , [ "德岛" , "基里巴斯" , 2] , [ "德州" , "中国" , 2] , [ "德惠" , "中国" , 2] , [ "德清" , "中国" , 2] , [ "德班" , "南非" , 2] , [ "德阳" , "中国" , 2] , [ "德令哈" , "中国" , 2]]
zuai	[ [ "祖埃拉特" , "毛里塔尼亚" , 2]]
basailu	[ [ "巴塞罗那" , "西班牙" , 2] , [ "巴塞罗纳" , "西班牙" , 2]]
kandah	[ [ "坎大哈" , "阿富汗" , 2]]
xkld	[ [ "新喀里多尼亚" , "大洋洲" , 1] , [ "新喀里多尼亚（法）" , "大洋洲" , 1]]
龙泉	[ [ "龙泉" , "中国" , 2]]
徽	[ [ "徽州" , "中国" , 2] , [ "安徽" , "中国" , 2]]
尼亚美	[ [ "尼亚美" , "尼日利亚" , 2]]
paerm	[ [ "帕尔马尔" , "哥斯达黎加" , 2]]
克里	[ [ "克里比" , "喀麦隆" , 2] , [ "克里沃罗格" , "乌克兰" , 2] , [ "科纳克里" , "几内亚" , 2]]
alanuk	[ [ "阿拉努卡" , "基里巴斯" , 2]]
bishenka	[ [ "比什凯克" , "吉尔吉斯斯坦" , 2]]
songz	[ [ "松滋" , "中国" , 2]]
luotuoluya	[ [ "罗托鲁亚" , "新西兰" , 2]]
gongzhuli	[ [ "公主岭" , "中国" , 2]]
songy	[ [ "松原" , "中国" , 2]]
龙游	[ [ "龙游" , "中国" , 2]]
西雅图	[ [ "西雅图" , "美国" , 2]]
西乌	[ [ "西乌珠穆沁旗" , "中国" , 2]]
nukualu	[ [ "努库阿洛法" , "汤加" , 2]]
斯瓦科普	[ [ "斯瓦科普蒙德" , "纳米比亚" , 2]]
keerduo	[ [ "科尔多瓦" , "西班牙" , 2]]
hanimaa	[ [ "哈霓玛阿都" , "马尔代夫" , 2]]
biletuoliy	[ [ "比勒陀利亚" , "南非" , 2]]
boernienk	[ [ "伯尔尼恩孔尼" , "尼日尔" , 2]]
paern	[ [ "帕尔努" , "爱沙尼亚" , 2]]
巴佳拉	[ [ "巴佳拉" , "瑞典" , 2]]
百慕大（英	[ [ "百慕大（英）" , "北美洲" , 1]]
mufuwei	[ [ "姆富韦" , "赞比亚" , 2]]
广	[ [ "广岛" , "日本" , 2] , [ "广州" , "中国" , 2] , [ "广东" , "中国" , 2] , [ "广元" , "中国" , 2] , [ "广安" , "中国" , 2] , [ "广水" , "中国" , 2] , [ "广汉" , "中国" , 2] , [ "广西" , "中国" , 2]]
幽	[ [ "幽灵岛" , "汤加" , 2]]
kapu	[ [ "卡普里维" , "纳米比亚" , 2]]
midiyaluo	[ [ "米蒂亚罗岛" , "库克群岛" , 2]]
平	[ [ "平凉" , "中国" , 2] , [ "平壤" , "朝鲜" , 2] , [ "平度" , "中国" , 2] , [ "平湖" , "中国" , 2] , [ "平遥" , "中国" , 2] , [ "平顶山" , "中国" , 2] , [ "乐平" , "中国" , 2] , [ "兴平" , "中国" , 2] , [ "南平" , "中国" , 2] , [ "原平" , "中国" , 2]]
lilangge	[ [ "利朗格弗" , "马拉维" , 2]]
smld	[ [ "圣玛丽岛" , "马达加斯加" , 2]]
博卡斯德尔	[ [ "博卡斯德尔托罗" , "巴拿马" , 2]]
tiel	[ [ "铁力士雪山" , "瑞士" , 2] , [ "铁力" , "中国" , 2] , [ "铁岭" , "中国" , 2]]
kapa	[ [ "库奥皮奥" , "芬兰" , 2]]
博凯	[ [ "博凯" , "几内亚" , 2]]
刚果（金）	[ [ "刚果（金）" , "非洲" , 1]]
zhongxiang	[ [ "钟祥" , "中国" , 2]]
atghbbd	[ [ "安提瓜和巴布达" , "北美洲" , 1]]
smlk	[ [ "上莫洛奎" , "莫桑比克" , 2]]
annaba	[ [ "安纳巴" , "阿尔及利亚" , 2]]
tiee	[ [ "铁尔梅兹" , "乌兹别克斯坦" , 2]]
smln	[ [ "圣马力诺" , "欧洲" , 1] , [ "圣马力诺市" , "圣马力诺" , 2]]
kaon	[ [ "考纳斯" , "立陶宛" , 2]]
海城	[ [ "海城" , "中国" , 2]]
阿尔巴尼	[ [ "阿尔巴尼亚" , "欧洲" , 1]]
bopul	[ [ "波普拉德" , "斯洛伐克" , 2]]
kaow	[ [ "考文垂" , "英国" , 2]]
haiya	[ [ "海牙" , "荷兰" , 2] , [ "海盐" , "中国" , 2] , [ "海阳" , "中国" , 2]]
kashan	[ [ "喀山" , "俄罗斯" , 2]]
帕	[ [ "帕多瓦" , "意大利" , 2] , [ "帕劳" , "大洋洲" , 1] , [ "帕坦" , "尼泊尔" , 2] , [ "帕罗" , "不丹" , 2] , [ "帕伦克" , "墨西哥" , 2] , [ "帕劳市" , "帕劳" , 2] , [ "帕古巴" , "乌干达" , 2] , [ "帕尔努" , "爱沙尼亚" , 2] , [ "帕特雷" , "希腊" , 2] , [ "帕皮提" , "法属波利尼西亚" , 2]]
haixi	[ [ "海西" , "中国" , 2]]
shateala	[ [ "沙特阿拉伯" , "亚洲" , 1]]
希	[ [ "希腊" , "欧洲" , 1] , [ "南希" , "法国" , 2] , [ "希瓦" , "乌兹别克斯坦" , 2] , [ "基希讷乌" , "摩尔多瓦" , 2] , [ "莫希" , "坦桑尼亚" , 2] , [ "卡尔希" , "乌兹别克斯坦" , 2] , [ "布米希尔斯" , "津巴布韦" , 2] , [ "马尼希基群岛" , "库克群岛" , 2] , [ "埃尔比希亚" , "委内瑞拉" , 2] , [ "拉杰沙希" , "孟加拉" , 2]]
kasitaw	[ [ "卡斯塔韦" , "斐济" , 2]]
yiyunxiao	[ [ "依云小镇" , "瑞士" , 2]]
布	[ [ "布鲁塞尔" , "比利时" , 2] , [ "布拉格" , "捷克" , 2] , [ "布达佩斯" , "匈牙利" , 2] , [ "布里斯班" , "澳大利亚" , 2] , [ "布尔诺" , "捷克" , 2] , [ "布莱顿" , "克罗地亚" , 2] , [ "布鲁日" , "比利时" , 2] , [ "布拉迪斯拉发" , "斯洛伐克" , 2] , [ "布雷西亚" , "意大利" , 2] , [ "布劳" , "索马里" , 2]]
pulandi	[ [ "普兰店" , "中国" , 2]]
多尼戈尔	[ [ "多尼戈尔" , "爱尔兰" , 2]]
德尔	[ [ "德尔祖尔" , "叙利亚" , 2] , [ "博卡斯德尔托罗" , "巴拿马" , 2] , [ "维尼亚德尔马" , "智利" , 2] , [ "拉尔戈德尔苏尔" , "古巴" , 2]]
常	[ [ "五常" , "中国" , 2] , [ "常宁" , "中国" , 2] , [ "常州" , "中国" , 2] , [ "常德" , "中国" , 2] , [ "常熟" , "中国" , 2]]
telon	[ [ "特隆姆瑟" , "挪威" , 2] , [ "特隆海姆" , "挪威" , 2]]
deyan	[ [ "德阳" , "中国" , 2]]
bocheng	[ [ "博城" , "塞拉利昂" , 2]]
阿加尼	[ [ "阿加尼亚" , "关岛" , 2]]
gesidal	[ [ "哥斯达黎加" , "北美洲" , 1]]
kank	[ [ "坎昆" , "墨西哥" , 2]]
kanu	[ [ "卡诺" , "尼日利亚" , 2] , [ "卡努安岛" , "圣文森特和格林纳丁斯" , 2]]
blstg	[ [ "巴勒斯坦国" , "亚洲" , 1]]
kanp	[ [ "坎帕拉" , "乌干达" , 2] , [ "堪培拉" , "澳大利亚" , 2]]
dongdiwenm	[ [ "东帝汶民主共和国" , "亚洲" , 1]]
fjqd	[ [ "斐济群岛" , "大洋洲" , 1]]
nabulu	[ [ "纳布卢斯" , "巴勒斯坦国" , 2]]
怀化	[ [ "怀化" , "中国" , 2]]
沙特	[ [ "沙特阿拉伯" , "亚洲" , 1]]
kane	[ [ "卡内洛内斯" , "乌拉圭" , 2]]
hongshish	[ [ "红石市" , "俄罗斯" , 2]]
kand	[ [ "坎大哈" , "阿富汗" , 2] , [ "坎达武" , "斐济" , 2]]
moerben	[ [ "墨尔本" , "澳大利亚" , 2]]
kang	[ [ "康提" , "斯里兰卡" , 2] , [ "康诺特" , "爱尔兰" , 2] , [ "康斯坦察" , "罗马尼亚" , 2] , [ "康塞普西翁" , "巴拉圭" , 2]]
haerge	[ [ "哈尔格萨" , "索马里" , 2]]
kana	[ [ "卡纳角" , "多米尼加共和国" , 2]]
瓦萨	[ [ "瓦萨" , "喀麦隆" , 2] , [ "阿瓦萨" , "埃塞俄比亚" , 2]]
otelais	[ [ "噢特莱斯" , "意大利" , 2]]
tian	[ [ "天鹅堡" , "德国" , 2] , [ "天津" , "中国" , 2] , [ "天门" , "中国" , 2] , [ "天台" , "中国" , 2] , [ "天水" , "中国" , 2] , [ "天长" , "中国" , 2] , [ "天宁岛" , "北马里亚那群岛" , 2] , [ "天柱山" , "中国" , 2]]
maertadao	[ [ "马耳他岛" , "马耳他" , 2]]
xinchang	[ [ "新昌" , "中国" , 2]]
kami	[ [ "卡米什利" , "叙利亚" , 2]]
mcst	[ [ "曼彻斯特" , "英国" , 2]]
塔尔图	[ [ "塔尔图" , "爱沙尼亚" , 2] , [ "塔尔图斯" , "叙利亚" , 2]]
beianp	[ [ "北安普顿" , "英国" , 2]]
塔斯马尼亚	[ [ "塔斯马尼亚" , "澳大利亚" , 2]]
bulantaier	[ [ "布兰太尔" , "马拉维" , 2]]
kama	[ [ "卡马圭" , "古巴" , 2] , [ "喀麦隆" , "非洲" , 1]]
heishango	[ [ "黑山共和国" , "欧洲" , 1]]
kulas	[ [ "库拉索(加勒比)" , "荷属安的列斯" , 2]]
ylhs	[ [ "伊犁哈萨克自治州" , "中国" , 2]]
pipid	[ [ "皮皮岛" , "泰国" , 2]]
hannuowe	[ [ "汉诺威" , "德国" , 2]]
haerbi	[ [ "哈尔滨" , "中国" , 2]]
leike	[ [ "雷克亚未克" , "冰岛" , 2] , [ "雷克雅未克" , "冰岛" , 2]]
廉	[ [ "廉江" , "中国" , 2] , [ "威廉斯塔德" , "荷属安的列斯" , 2]]
郑州	[ [ "郑州" , "中国" , 2]]
waduzi	[ [ "瓦杜兹" , "列支敦士登" , 2]]
廊	[ [ "廊坊" , "中国" , 2]]
ksblk	[ [ "卡萨布兰卡" , "摩洛哥" , 2]]
kalo	[ [ "卡龙加" , "马拉维" , 2]]
廷	[ [ "阿根廷" , "南美洲" , 1] , [ "廷布" , "不丹" , 2]]
延	[ [ "延安" , "中国" , 2] , [ "延吉" , "中国" , 2] , [ "延边" , "中国" , 2]]
bosangg	[ [ "博桑戈阿" , "中非" , 2]]
kalu	[ [ "卡罗维发利" , "捷克" , 2] , [ "卡鲁普" , "丹麦" , 2]]
xiamun	[ [ "夏慕尼" , "法国" , 2]]
kali	[ [ "卡里巴" , "津巴布韦" , 2] , [ "卡里波" , "菲律宾" , 2] , [ "卡里亚库岛" , "格林纳达" , 2]]
德岛	[ [ "德岛" , "基里巴斯" , 2] , [ "伯德岛" , "塞舌尔" , 2]]
telux	[ [ "特鲁西洛" , "洪都拉斯" , 2]]
fukelanqun	[ [ "福克兰群岛" , "南美洲" , 1]]
daxian	[ [ "达县" , "中国" , 2]]
建	[ [ "建德" , "中国" , 2] , [ "建瓯" , "中国" , 2] , [ "建阳" , "中国" , 2] , [ "福建" , "中国" , 2]]
shenyan	[ [ "沈阳" , "中国" , 2]]
怡保	[ [ "怡保" , "马来西亚" , 2]]
kala	[ [ "卡拉奇" , "巴基斯坦" , 2] , [ "卡拉干达" , "哈萨克斯坦" , 2] , [ "卡拉克斯港" , "厄瓜多尔" , 2]]
aneidiw	[ [ "阿内蒂乌姆(岛)" , "瓦努阿图" , 2]]
mianlan	[ [ "棉兰老" , "菲律宾" , 2]]
海塞	[ [ "海塞卜" , "阿曼" , 2]]
尼科西	[ [ "尼科西亚" , "塞浦路斯" , 2]]
庐	[ [ "庐山" , "中国" , 2] , [ "桐庐" , "中国" , 2]]
库	[ [ "库尔马特" , "瑞士" , 2] , [ "库车" , "中国" , 2] , [ "库尔勒" , "中国" , 2] , [ "库弗拉" , "利比亚" , 2] , [ "库马西" , "加纳" , 2] , [ "库克群岛" , "大洋洲" , 1] , [ "库奥皮奥" , "芬兰" , 2] , [ "库尔干秋别" , "塔吉克斯坦" , 2] , [ "库克群岛（新）" , "大洋洲" , 1] , [ "库拉索(加勒比)" , "荷属安的列斯" , 2]]
底	[ [ "底比斯" , "埃及" , 2] , [ "娄底" , "中国" , 2]]
应	[ [ "应城" , "中国" , 2]]
luotuoluwa	[ [ "罗托鲁瓦" , "新西兰" , 2]]
aejly	[ [ "阿尔及利亚" , "非洲" , 1]]
basaier	[ [ "巴塞尔" , "瑞士" , 2]]
库车	[ [ "库车" , "中国" , 2]]
庞	[ [ "庞贝" , "意大利" , 2]]
pamuk	[ [ "帕姆卡莱" , "土耳其" , 2]]
庄	[ [ "庄河" , "中国" , 2] , [ "周庄" , "中国" , 2] , [ "枣庄" , "中国" , 2] , [ "芽庄" , "越南" , 2] , [ "石家庄" , "中国" , 2]]
kuerganq	[ [ "库尔干秋别" , "塔吉克斯坦" , 2]]
庆	[ [ "庆州" , "韩国" , 2] , [ "庆阳" , "中国" , 2] , [ "大庆" , "中国" , 2] , [ "安庆" , "中国" , 2] , [ "肇庆" , "中国" , 2] , [ "迪庆" , "中国" , 2] , [ "重庆" , "中国" , 2]]
bzlt	[ [ "巴扎鲁特群岛" , "莫桑比克" , 2]]
lbey	[ [ "卢布尔雅那" , "斯洛文尼亚" , 2]]
maqiubiqiu	[ [ "马丘比丘" , "秘鲁" , 2]]
弗罗	[ [ "弗罗茨瓦夫" , "波兰" , 2]]
图利布	[ [ "图利布洛克" , "博茨瓦纳" , 2]]
康	[ [ "康提" , "斯里兰卡" , 2] , [ "康诺特" , "爱尔兰" , 2] , [ "康斯坦察" , "罗马尼亚" , 2] , [ "康塞普西翁" , "巴拉圭" , 2] , [ "南康" , "中国" , 2] , [ "安康" , "中国" , 2] , [ "永康" , "中国" , 2] , [ "阜康" , "中国" , 2]]
bajial	[ [ "巴佳拉" , "瑞典" , 2]]
波德戈里	[ [ "波德戈里" , "黑山共和国" , 2] , [ "波德戈里察" , "塞尔维亚" , 2]]
圣卢	[ [ "圣卢西亚" , "北美洲" , 1]]
渥太华	[ [ "渥太华" , "加拿大" , 2]]
yasue	[ [ "亚速尔群岛（葡）" , "非洲" , 1]]
井冈	[ [ "井冈山" , "中国" , 2]]
kaiy	[ [ "开原" , "中国" , 2] , [ "开远" , "中国" , 2]]
wotai	[ [ "渥太华" , "加拿大" , 2]]
songyua	[ [ "松原" , "中国" , 2]]
kait	[ [ "凯塔" , "加纳" , 2]]
千叶	[ [ "千叶" , "日本" , 2]]
大	[ [ "大阪" , "日本" , 2] , [ "大城" , "泰国" , 2] , [ "大安" , "中国" , 2] , [ "大溪地" , "法国" , 2] , [ "大丰" , "中国" , 2] , [ "大冶" , "中国" , 2] , [ "大同" , "中国" , 2] , [ "大庆" , "中国" , 2] , [ "大理" , "中国" , 2] , [ "大田" , "韩国" , 2]]
nanchon	[ [ "南充" , "中国" , 2]]
taneineili	[ [ "塔那那利佛" , "马达加斯加" , 2]]
ahuas	[ [ "阿华斯" , "洪都拉斯" , 2]]
天	[ [ "天鹅堡" , "德国" , 2] , [ "新天鹅堡" , "德国" , 2] , [ "春天" , "法国" , 2] , [ "天台" , "中国" , 2] , [ "天水" , "中国" , 2] , [ "天津" , "中国" , 2] , [ "天长" , "中国" , 2] , [ "天门" , "中国" , 2] , [ "天宁岛" , "北马里亚那群岛" , 2] , [ "天柱山" , "中国" , 2]]
慕尼黑	[ [ "慕尼黑" , "德国" , 2]]
太	[ [ "太仓" , "中国" , 2] , [ "太原" , "中国" , 2] , [ "太特" , "莫桑比克" , 2] , [ "太子港" , "海地" , 2] , [ "太阳城" , "南非" , 2] , [ "渥太华" , "加拿大" , 2] , [ "布兰太尔" , "马拉维" , 2]]
ylsd	[ [ "亚历山大" , "南非" , 2] , [ "易路斯岛" , "巴哈马" , 2]]
ouwal	[ [ "欧瓦罗岛" , "斐济" , 2]]
xingpi	[ [ "兴平" , "中国" , 2]]
ylsb	[ [ "伊丽沙白港" , "南非" , 2]]
wenla	[ [ "文莱" , "亚洲" , 1] , [ "文莱－穆阿拉区" , "文莱" , 2]]
比德哥什	[ [ "比德哥什" , "波兰" , 2]]
ylsl	[ [ "耶路撒冷" , "以色列" , 2]]
埃尔韦	[ [ "埃尔韦德" , "阿尔及利亚" , 2]]
shengpia	[ [ "圣皮埃尔和密克隆岛" , "北美洲" , 1]]
夸	[ [ "夸祖鲁-纳塔尔省" , "南非" , 2]]
淄博	[ [ "淄博" , "中国" , 2]]
驻马	[ [ "驻马店" , "中国" , 2]]
wenli	[ [ "温岭" , "中国" , 2]]
琅勃拉邦	[ [ "琅勃拉邦" , "老挝" , 2]]
xinch	[ [ "新昌" , "中国" , 2]]
夏	[ [ "夏威夷" , "美国" , 2] , [ "夏威夷州" , "美国" , 2] , [ "夏威夷群岛" , "美国" , 2] , [ "夏河" , "中国" , 2] , [ "夏慕尼" , "法国" , 2] , [ "临夏" , "中国" , 2] , [ "宁夏" , "中国" , 2]]
复	[ [ "复活节岛" , "智利" , 2]]
kekesiba	[ [ "科克斯巴扎尔" , "孟加拉" , 2]]
dubuluofu	[ [ "杜布罗夫尼克" , "克罗地亚" , 2]]
danbulo	[ [ "淡布隆区" , "文莱" , 2]]
布里	[ [ "布里斯班" , "澳大利亚" , 2] , [ "布里奇顿" , "巴巴多斯" , 2] , [ "安布里什" , "安哥拉" , 2]]
gaochen	[ [ "藁城" , "中国" , 2]]
xinde	[ [ "新德里" , "印度" , 2]]
taiyangc	[ [ "太阳城" , "南非" , 2]]
多	[ [ "多哈" , "卡塔尔" , 2] , [ "多伦" , "中国" , 2] , [ "多哥" , "非洲" , 1] , [ "多伦多" , "加拿大" , 2] , [ "多巴哥" , "特立尼达和多巴哥" , 2] , [ "多尼戈尔" , "爱尔兰" , 2] , [ "多米尼克" , "北美洲" , 1] , [ "多米尼加" , "北美洲" , 1] , [ "多米尼加岛" , "多米尼克" , 2] , [ "多米尼加共和国" , "北美洲" , 1]]
kelikesida	[ [ "科里科斯岛" , "赤道几内亚" , 2]]
dafe	[ [ "大丰" , "中国" , 2]]
slrw	[ [ "萨拉热窝" , "波黑" , 2]]
奠	[ [ "奠边府" , "越南" , 2]]
奥	[ [ "奥地利" , "欧洲" , 1] , [ "奥斯陆" , "挪威" , 2] , [ "奥林匹亚" , "希腊" , 2] , [ "奥卢" , "芬兰" , 2] , [ "奥兰" , "阿尔及利亚" , 2] , [ "奥克兰" , "新西兰" , 2] , [ "奥勒松" , "挪威" , 2] , [ "奥华特" , "以色列" , 2] , [ "奥尔堡" , "丹麦" , 2] , [ "奥尔塔" , "葡萄牙" , 2]]
chong	[ [ "冲绳" , "日本" , 2] , [ "冲绳县" , "日本" , 2] , [ "崇左" , "中国" , 2] , [ "崇州" , "中国" , 2]]
haica	[ [ "海参崴" , "俄罗斯" , 2]]
baidik	[ [ "拜蒂克洛" , "斯里兰卡" , 2]]
baleila	[ [ "巴雷拉" , "委内瑞拉" , 2]]
kuerganqiu	[ [ "库尔干秋别" , "塔吉克斯坦" , 2]]
莫尔斯比	[ [ "莫尔斯比港" , "巴布亚新几内亚" , 2]]
limas	[ [ "利马索尔" , "塞浦路斯" , 2]]
heneish	[ [ "河内市" , "越南" , 2]]
xingni	[ [ "兴宁" , "中国" , 2]]
突尼	[ [ "突尼斯" , "非洲" , 1] , [ "突尼斯城" , "突尼斯" , 2]]
shish	[ [ "石狮" , "中国" , 2] , [ "石首" , "中国" , 2]]
布瓦凯	[ [ "布瓦凯" , "科特迪瓦" , 2]]
nijialagu	[ [ "尼加拉瓜" , "北美洲" , 1]]
zhangpi	[ [ "漳平" , "中国" , 2]]
曼齐	[ [ "曼齐尼" , "斯威士兰" , 2]]
haich	[ [ "海城" , "中国" , 2]]
tamalinde	[ [ "塔马林德" , "哥斯达黎加" , 2]]
ataoluo	[ [ "阿陶罗" , "印度尼西亚" , 2]]
雷克雅未克	[ [ "雷克雅未克" , "冰岛" , 2]]
eluos	[ [ "俄罗斯" , "欧洲" , 1]]
dach	[ [ "大城" , "泰国" , 2]]
奇	[ [ "奇台" , "中国" , 2] , [ "奇旺" , "尼泊尔" , 2] , [ "佩奇" , "匈牙利" , 2] , [ "卡拉奇" , "巴基斯坦" , 2] , [ "布里奇顿" , "巴巴多斯" , 2] , [ "阿合奇" , "中国" , 2] , [ "马拉洛奇斯" , "肯尼亚" , 2] , [ "布法罗兰奇" , "津巴布韦" , 2] , [ "诺萨拉比奇" , "哥斯达黎加" , 2] , [ "克赖斯特彻奇" , "新西兰" , 2]]
sikab	[ [ "斯卡伯勒" , "特立尼达和多巴哥" , 2]]
shengpei	[ [ "圣佩德罗苏拉" , "洪都拉斯" , 2]]
宜昌	[ [ "宜昌" , "中国" , 2]]
奉	[ [ "奉化" , "中国" , 2]]
奎	[ [ "奎塔" , "巴基斯坦" , 2] , [ "奎屯" , "中国" , 2] , [ "上莫洛奎" , "莫桑比克" , 2]]
jgsggd	[ [ "金刚山观光地区" , "朝鲜" , 2]]
shaonu	[ [ "少女峰" , "瑞士" , 2]]
akeluo	[ [ "阿克罗蒂里" , "塞浦路斯" , 2]]
二连浩	[ [ "二连浩特" , "中国" , 2]]
haibe	[ [ "海北" , "中国" , 2]]
jingjid	[ [ "京畿道" , "韩国" , 2]]
尼加	[ [ "尼加拉瓜" , "北美洲" , 1] , [ "多米尼加" , "北美洲" , 1] , [ "多米尼加岛" , "多米尼克" , 2] , [ "多米尼加共和国" , "北美洲" , 1]]
xinba	[ [ "新巴尔虎右旗" , "中国" , 2]]
jingjia	[ [ "靖江" , "中国" , 2]]
boernienko	[ [ "伯尔尼恩孔尼" , "尼日尔" , 2]]
pafusi	[ [ "帕福斯" , "塞浦路斯" , 2]]
拉各斯	[ [ "拉各斯" , "尼日利亚" , 2]]
立陶宛	[ [ "立陶宛" , "欧洲" , 1]]
瓦莱	[ [ "瓦莱塔" , "马耳他" , 2]]
nuowe	[ [ "挪威" , "欧洲" , 1]]
xinglo	[ [ "兴隆" , "中国" , 2]]
